#Updated: 02/12/2016 07:21:57
#organism_name	taxID	group	sub group	assembly	level	refSeq FTP	geneBank FTP
Ophiocordyceps polyrhachis-furcata BCC 54312	1330021	Fungi	Ascomycetes	GCA_001633055.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/633/055/GCA_001633055.1_ASM163305v1
Calocera cornea HHB12733	1353952	Fungi	Basidiomycetes	GCA_001632435.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/632/435/GCA_001632435.1_Calco1
Quercus lobata	97700	Plants	Land Plants	GCA_001633185.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/633/185/GCA_001633185.1_ValleyOak0.5
Dichanthelium oligosanthes	888268	Plants	Land Plants	GCA_001633215.2 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/633/215/GCA_001633215.2_ASM163321v2
Metarhizium rileyi RCEF 4871	1081105	Fungi	Ascomycetes	GCA_001636745.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/636/745/GCA_001636745.1_NOR_1.0
Tilletia caries	13290	Fungi	Basidiomycetes	GCA_001645005.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/645/005/GCA_001645005.1_ASM164500v1
Tilletia controversa	13291	Fungi	Basidiomycetes	GCA_001645045.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/645/045/GCA_001645045.1_ASM164504v1
Stagonospora sp. SRC1lsM3a	765868	Fungi	Ascomycetes	GCA_001644525.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/644/525/GCA_001644525.1_Stasp1
Fonsecaea nubica	856822	Fungi	Ascomycetes	GCA_001646965.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/646/965/GCA_001646965.1_ASM164696v1
Peniophora sp. CONT	1314672	Fungi	Basidiomycetes	GCA_001632445.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/632/445/GCA_001632445.1_Ricme1
Sugiyamaella lignohabitans	796027	Fungi	Ascomycetes	GCA_001640025.2 	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/640/025/GCF_001640025.1_ASM164002v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/640/025/GCA_001640025.2_ASM164002v2
Endoconidiophora laricicola	1580848	Fungi	Ascomycetes	GCA_001640655.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/640/655/GCA_001640655.1_ASM164065v1
Ceratocystis adiposa	72027	Fungi	Ascomycetes	GCA_001640685.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/640/685/GCA_001640685.1_ASM164068v1
Eufriesea mexicana	516756	Animals	Insects	GCA_001483705.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/483/705/GCF_001483705.1_ASM148370v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/483/705/GCA_001483705.1_ASM148370v1
Intoshia linei	1819745	Animals	Other Animals	GCA_001642005.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/642/005/GCA_001642005.1_IntLin1.0
Paraphaeosphaeria sporulosa	1460663	Fungi	Ascomycetes	GCA_001642045.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/642/045/GCF_001642045.1_Parsp1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/642/045/GCA_001642045.1_Parsp1
Mentha longifolia	38859	Plants	Land Plants	GCA_001642375.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/642/375/GCA_001642375.1_Mlong1.0
Nematocida sp. JUm2807	1805483	Fungi	Other Fungi	GCA_001642395.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/642/395/GCA_001642395.1_ASM164239v1
Nematocida sp. ERTm5	1805481	Fungi	Other Fungi	GCA_001642415.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/642/415/GCA_001642415.1_ASM164241v1
Fonsecaea monophora	254056	Fungi	Ascomycetes	GCA_001642475.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/642/475/GCA_001642475.1_ASM164247v1
Monocercomonoides sp. PA203	453998	Protists	Other Protists	GCA_001643675.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/643/675/GCA_001643675.1_Mono14B
Caenorhabditis nigoni	1611254	Animals	Roundworms	GCA_001643685.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/643/685/GCA_001643685.1_cn1
Pyrenochaeta sp. DS3sAY3a	765867	Fungi	Ascomycetes	GCA_001644535.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/644/535/GCA_001644535.1_Pyrsp1
Eichhornia paniculata	44951	Plants	Land Plants	GCA_001647135.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/135/GCA_001647135.1_ASM164713v1
Musa itinerans	574487	Plants	Land Plants	GCA_001649415.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/649/415/GCA_001649415.1_ASM164941v1
Gongronella sp. w5	483437	Fungi	Other Fungi	GCA_001650995.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/650/995/GCA_001650995.1_ASM165099v1
Trichophyton violaceum	34388	Fungi	Ascomycetes	GCA_001651435.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/651/435/GCA_001651435.1_CMCC_F_T3l
Fonsecaea erecta	1367422	Fungi	Ascomycetes	GCA_001651985.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/651/985/GCF_001651985.1_ASM165198v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/651/985/GCA_001651985.1_ASM165198v1
Ceratina calcarata	156304	Animals	Insects	GCA_001652005.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/652/005/GCF_001652005.1_ASM165200v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/652/005/GCA_001652005.1_ASM165200v1
Drosophila arizonae	7263	Animals	Insects	GCA_001654025.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/654/025/GCF_001654025.1_ASM165402v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/654/025/GCA_001654025.1_ASM165402v1
Drosophila navojoa	7232	Animals	Insects	GCA_001654015.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/654/015/GCF_001654015.1_ASM165401v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/654/015/GCA_001654015.1_ASM165401v1
Ustilago trichophora	86804	Fungi	Basidiomycetes	GCA_001654535.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/654/535/GCA_001654535.1_ASM165453v1
Fusarium sp. NRRL 54464	1803897	Fungi	Ascomycetes	GCA_001654545.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/654/545/GCA_001654545.1_ASM165454v1
Fusarium sp. NRRL 31653	1811501	Fungi	Ascomycetes	GCA_001654555.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/654/555/GCA_001654555.1_ASM165455v1
Diplonema papillatum	91374	Protists	Other Protists	GCA_001655075.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/655/075/GCA_001655075.1_ASM165507v1
Phylloscopus trochiloides viridanus	144762	Animals	Birds	GCA_001655095.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/655/095/GCA_001655095.1_GWvir1.0
Prorocentrum minimum	39449	Protists	Other Protists	GCA_001652855.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/652/855/GCA_001652855.1_Pro_Min_D-127.v1.0
Pseudogymnoascus sp. 04NY16	1752145	Fungi	Ascomycetes	GCA_001630575.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/630/575/GCA_001630575.1_ASM163057v1
Pseudogymnoascus sp. BL308	1436940	Fungi	Ascomycetes	GCA_001630595.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/630/595/GCA_001630595.1_ASM163059v1
Uroleptopsis citrina	693449	Protists	Other Protists	GCA_001653735.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/653/735/GCA_001653735.1_Ucit_macronuclear_v.1.0
Phylloscopus plumbeitarsus	56441	Animals	Birds	GCA_001655115.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/655/115/GCA_001655115.1_GWplu1.0
Eukaryota sp. EH-2015	1653305	Protists	Other Protists	GCA_001655205.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/655/205/GCA_001655205.1_ASM165520v1
Spathaspora gorwiae	1852163	Fungi	Ascomycetes	GCA_001655765.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/655/765/GCA_001655765.1_ASM165576v1
Spathaspora hagerdaliae	1774706	Fungi	Ascomycetes	GCA_001655755.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/655/755/GCA_001655755.1_ASM165575v1
Spathaspora girioi	1774708	Fungi	Ascomycetes	GCA_001657455.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/657/455/GCA_001657455.1_ASM165745v1
Talaromyces piceae	153982	Fungi	Ascomycetes	GCA_001657655.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/657/655/GCA_001657655.1_ASM165765v1
Cryptococcus gattii VGII 2001/935-1	1334442	Fungi	Basidiomycetes	GCA_000835815.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/835/815/GCA_000835815.1_Cryp_gatt_2001_935-1_V1
Dacryopinax primogenitus	1858805	Fungi	Basidiomycetes	GCA_000292625.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/292/625/GCA_000292625.1_Dacryopinax_sp._DJM_731_SSP1_v1.0
Emmonsia sp. CAC-2015a	1658172	Fungi	Ascomycetes	GCA_001660665.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/660/665/GCA_001660665.1_Emmo_afri_EA111
Leptoxyphium fumago	5474	Fungi	Ascomycetes	GCA_001660795.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/660/795/GCA_001660795.1_Cfu_V1.2
Capniomyces stellatus	4885	Fungi	Other Fungi	GCA_001661515.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/661/515/GCA_001661515.1_ASM166151v1
Metrosideros polymorpha var. glaberrima	101978	Plants	Land Plants	GCA_001662345.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/662/345/GCA_001662345.1_Mpo_1.0
Chlamydomonas applanata	35704	Plants	Green Algae	GCA_001662365.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/662/365/GCA_001662365.1_Cap_assembly01
Chlamydomonas asymmetrica	51683	Plants	Green Algae	GCA_001662385.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/662/385/GCA_001662385.1_Cas_assembly01
Chlamydomonas debaryana	47281	Plants	Green Algae	GCA_001662405.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/662/405/GCA_001662405.1_Cde_assembly01
Chlamydomonas sphaeroides	28458	Plants	Green Algae	GCA_001662425.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/662/425/GCA_001662425.1_Csp_assembly01
Raffaelea quercivora	637633	Fungi	Ascomycetes	GCA_001662465.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/662/465/GCA_001662465.1_JCM_11526_assembly_v001
Rosa x damascena	3765	Plants	Land Plants	GCA_001662545.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/662/545/GCA_001662545.1_ASM166254v1
Colletotrichum godetiae	1209918	Fungi	Ascomycetes	GCA_001663355.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/663/355/GCA_001663355.1_ASM166335v1
Cryptococcus gattii WM276	367775	Fungi	Basidiomycetes	GCA_000185945.1 	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/945/GCF_000185945.1_ASM18594v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/945/GCA_000185945.1_ASM18594v1
Cryptococcus gattii VGII R265	294750	Fungi	Basidiomycetes	GCA_000149475.3 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/149/475/GCA_000149475.3_CNB2
Absidia glauca	4829	Fungi	Other Fungi	GCA_900079185.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/079/185/GCA_900079185.1_AG_v1
Plasmodium malariae	5858	Protists	Apicomplexans	GCA_900088575.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/088/575/GCA_900088575.1_Pmal
Fusarium poae	36050	Fungi	Ascomycetes	GCA_001675295.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/675/295/GCA_001675295.1_FPOA1.0
Pseudogymnoascus sp. WSF 3629	1622147	Fungi	Ascomycetes	GCA_001662585.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/662/585/GCA_001662585.1_ASM166258v1
Pseudogymnoascus sp. 24MN13	1622150	Fungi	Ascomycetes	GCA_001662595.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/662/595/GCA_001662595.1_ASM166259v1
Pseudogymnoascus sp. 23342-1-I1	1524831	Fungi	Ascomycetes	GCA_001662575.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/662/575/GCA_001662575.1_ASM166257v1
Pseudogymnoascus sp. 05NY08	1622149	Fungi	Ascomycetes	GCA_001662605.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/662/605/GCA_001662605.1_ASM166260v1
Pseudogymnoascus sp. 03VT05	1622148	Fungi	Ascomycetes	GCA_001662645.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/662/645/GCA_001662645.1_ASM166264v1
Pseudogymnoascus verrucosus	342668	Fungi	Ascomycetes	GCA_001662655.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/662/655/GCF_001662655.1_ASM166265v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/662/655/GCA_001662655.1_ASM166265v1
Amphinemura sulcicollis	143724	Animals	Insects	GCA_001676325.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/676/325/GCA_001676325.1_ASM167632v1
Baetis rhodani	189839	Animals	Insects	GCA_001676355.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/676/355/GCA_001676355.1_B_61.contig
Isoperla grammatica	552050	Animals	Insects	GCA_001676475.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/676/475/GCA_001676475.1_iso_kmer61.contig
Ustilago cynodontis	63396	Fungi	Basidiomycetes	GCA_001736195.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/736/195/GCA_001736195.1_ASM173619v1
Plasmodium ovale wallikeri	864142	Protists	Apicomplexans	GCA_900088485.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/088/485/GCA_900088485.1_Pow1
Cryptococcus gattii VGIV IND107	1296105	Fungi	Basidiomycetes	GCA_000835755.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/835/755/GCA_000835755.1_Cryp_gatt_IND107_V2
Ceratocystiopsis minuta	360147	Fungi	Ascomycetes	GCA_001676865.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/676/865/GCA_001676865.1_ASM167686v1
Carlito syrichta	1868482	Animals	Mammals	GCA_000164805.2 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/164/805/GCF_000164805.1_Tarsius_syrichta-2.0.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/164/805/GCA_000164805.2_Tarsius_syrichta-2.0.1
Grifola frondosa	5627	Fungi	Basidiomycetes	GCA_001683735.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/683/735/GCA_001683735.1_ASM168373v1
Choanephora cucurbitarum	101091	Fungi	Other Fungi	GCA_001683725.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/683/725/GCA_001683725.1_ASM168372v1
Pseudocercospora fijiensis CIRAD86	383855	Fungi	Ascomycetes	GCA_000340215.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/340/215/GCF_000340215.1_Mycfi2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/340/215/GCA_000340215.1_Mycfi2
Ellobius lutescens	39086	Animals	Mammals	GCA_001685075.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/685/075/GCA_001685075.1_ASM168507v1
Armillaria fuscipes	108572	Fungi	Basidiomycetes	GCA_001679825.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/679/825/GCA_001679825.1_ASM167982v1
Fusarium cuneirostrum	235271	Fungi	Ascomycetes	GCA_001680505.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/680/505/GCA_001680505.1_ASM168050v1
Fusarium phaseoli	120645	Fungi	Ascomycetes	GCA_001680515.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/680/515/GCA_001680515.1_ASM168051v1
Fusarium tucumaniae	232081	Fungi	Ascomycetes	GCA_001680535.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/680/535/GCA_001680535.1_ASM168053v1
Ellobius talpinus	329620	Animals	Mammals	GCA_001685095.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/685/095/GCA_001685095.1_ETalpinus_0.1
Fusarium azukicola	1174670	Fungi	Ascomycetes	GCA_001680625.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/680/625/GCA_001680625.1_ASM168062v1
Fusarium brasiliense	235270	Fungi	Ascomycetes	GCA_001680685.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/680/685/GCA_001680685.1_ASM168068v1
Chenopodium suecicum	434248	Plants	Land Plants	GCA_001687025.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/687/025/GCA_001687025.1_ASM168702v1
Chenopodium pallidicaule	882375	Plants	Land Plants	GCA_001687005.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/687/005/GCA_001687005.1_ASM168700v1
Rhagoletis zephyria	28612	Animals	Insects	GCA_001687245.1 	Scaffold	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/687/245/GCF_001687245.1_Rhagoletis_zephyria_1.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/687/245/GCA_001687245.1_Rhagoletis_zephyria_1.0
Halocafeteria seosinensis	357350	Protists	Other Protists	GCA_001687465.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/687/465/GCA_001687465.1_ASM168746v1
Obba rivulosa	1052685	Fungi	Basidiomycetes	GCA_001687445.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/687/445/GCA_001687445.1_Obbri1
Amanita inopinata Kibby_2008	1457513	Fungi	Basidiomycetes	GCA_001691775.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/691/775/GCA_001691775.1_ASM169177v1
Amanita polypyramis BW_CC	1457511	Fungi	Basidiomycetes	GCA_001691755.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/691/755/GCA_001691755.1_ASM169175v1
Amanita brunnescens Koide BX004	1457509	Fungi	Basidiomycetes	GCA_001691785.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/691/785/GCA_001691785.1_ASM169178v1
Glonium stellatum	574774	Fungi	Ascomycetes	GCA_001692915.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/692/915/GCA_001692915.1_Glonium_stellatum_CBS_207.34_v1.0
Calonectria pseudonaviculata	196064	Fungi	Ascomycetes	GCA_001696505.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/696/505/GCA_001696505.1_ASM169650v1
Aspergillus sp. FRR 3425	1873369	Fungi	Ascomycetes	GCA_001696595.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/696/595/GCA_001696595.1_ASM169659v1
Diaporthe helianthi	158607	Fungi	Ascomycetes	GCA_001702395.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/702/395/GCA_001702395.1_ASM170239v1
Hydroides elegans	216498	Animals	Other Animals	GCA_001703475.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/703/475/GCA_001703475.1_H_elegans_v1.0
Phytophthora sp. Chile5	1871600	Protists	Other Protists	GCA_001712635.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/712/635/GCA_001712635.1_PkChile5v1.0
Aspergillus bombycis	109264	Fungi	Ascomycetes	GCA_001792695.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/792/695/GCA_001792695.1_ASM179269v1
Polyporus brumalis	139420	Fungi	Basidiomycetes	GCA_001792895.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/792/895/GCA_001792895.1_ASM179289v1
Trichoderma pleuroti	500994	Fungi	Ascomycetes	GCA_001721665.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/721/665/GCA_001721665.1_ASM172166v1
Globodera ellingtonae	1517492	Animals	Roundworms	GCA_001723225.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/723/225/GCA_001723225.1_ASM172322v1
Pleurotus eryngii	5323	Fungi	Basidiomycetes	GCA_001717165.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/717/165/GCA_001717165.1_ASM171716v1
Aspergillus cristatus	573508	Fungi	Ascomycetes	GCA_001717485.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/717/485/GCA_001717485.1_ASM171748v1
Fusarium meridionale	282269	Fungi	Ascomycetes	GCA_001717855.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/717/855/GCA_001717855.1_ASM171785v1
Rhizaria sp. SCN 62-66	1660234	Protists	Other Protists	GCA_001724265.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/724/265/GCA_001724265.1_ASM172426v1
Fonticula-like sp. SCN 57-25	1660239	Protists	Other Protists	GCA_001724245.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/724/245/GCA_001724245.1_ASM172424v1
Malaclemys terrapin terrapin	391341	Animals	Reptiles	GCA_001728815.2 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/728/815/GCA_001728815.2_terp_v2_2
Ustilago vetiveriae	249491	Fungi	Basidiomycetes	GCA_001735935.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/735/935/GCA_001735935.1_ASM173593v1
Ustilago xerochloae	249492	Fungi	Basidiomycetes	GCA_001736075.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/736/075/GCA_001736075.1_ASM173607v1
Pseudozyma tsukubaensis	5483	Fungi	Basidiomycetes	GCA_001736125.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/736/125/GCA_001736125.1_ASM173612v1
Pleurotus salmoneostramineus	64638	Fungi	Basidiomycetes	GCA_001742905.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/742/905/GCA_001742905.1_Psal_8.0
Cladosiphon okamuranus	309737	Other	Other	GCA_001742925.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/742/925/GCA_001742925.1_Okinawa_mozuku_S_1.0
Penicillium arizonense	1835702	Fungi	Ascomycetes	GCA_001773325.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/773/325/GCA_001773325.1_ASM177332v1
Setophaga coronata coronata	1037456	Animals	Birds	GCA_001746935.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/746/935/GCA_001746935.1_mywagenomev1.1
Hanseniaspora osmophila	56408	Fungi	Ascomycetes	GCA_001747045.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/747/045/GCA_001747045.1_ASM174704v1
Paraphoma sp. B47-9	1804209	Fungi	Ascomycetes	GCA_001748405.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/748/405/GCA_001748405.1_ParaphomaB479_1.0
Sporisorium iseilematis-ciliati	882909	Fungi	Basidiomycetes	GCA_001748505.1 	Contig	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/748/505/GCA_001748505.1_ASM174850v1
Hanseniaspora opuntiae	211096	Fungi	Ascomycetes	GCA_001749795.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/749/795/GCA_001749795.1_ASM174979v1
Salpa thompsoni	569448	Animals	Other Animals	GCA_001749815.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/749/815/GCA_001749815.1_Salp_genome_1.0
Penicillium sclerotiorum	69788	Fungi	Ascomycetes	GCA_001750025.1 	Scaffold	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/750/025/GCA_001750025.1_ASM175002v1
